ligand,receptor,
Col9a3,ITGA10_ITGB1,Col9a3_ITGA10_ITGB1
Col1a1,ITGA11_ITGB1,Col1a1_ITGA11_ITGB1
Col1a2,ITGA11_ITGB1,Col1a2_ITGA11_ITGB1
Col2a1,ITGA11_ITGB1,Col2a1_ITGA11_ITGB1
Col4a1,ITGA11_ITGB1,Col4a1_ITGA11_ITGB1
Col4a2,ITGA11_ITGB1,Col4a2_ITGA11_ITGB1
Col4a3,ITGA11_ITGB1,Col4a3_ITGA11_ITGB1
Col4a4,ITGA11_ITGB1,Col4a4_ITGA11_ITGB1
Col4a5,ITGA11_ITGB1,Col4a5_ITGA11_ITGB1
Col4a6,ITGA11_ITGB1,Col4a6_ITGA11_ITGB1
Col6a1,ITGA11_ITGB1,Col6a1_ITGA11_ITGB1
Col6a2,ITGA11_ITGB1,Col6a2_ITGA11_ITGB1
Col6a3,ITGA11_ITGB1,Col6a3_ITGA11_ITGB1
Col6a4,ITGA11_ITGB1,Col6a4_ITGA11_ITGB1
Col6a5,ITGA11_ITGB1,Col6a5_ITGA11_ITGB1
Col6a6,ITGA11_ITGB1,Col6a6_ITGA11_ITGB1
Col9a1,ITGA11_ITGB1,Col9a1_ITGA11_ITGB1
Col9a2,ITGA11_ITGB1,Col9a2_ITGA11_ITGB1
Col9a3,ITGA11_ITGB1,Col9a3_ITGA11_ITGB1
Fn1,ITGAV_ITGB1,Fn1_ITGAV_ITGB1
Vtn,ITGAV_ITGB1,Vtn_ITGAV_ITGB1
Dspp,ITGAV_ITGB1,Dspp_ITGAV_ITGB1
Fn1,ITGA4_ITGB7,Fn1_ITGA4_ITGB7
Fn1,ITGAV_ITGB3,Fn1_ITGAV_ITGB3
Vtn,ITGAV_ITGB3,Vtn_ITGAV_ITGB3
Vwf,ITGAV_ITGB3,Vwf_ITGAV_ITGB3
Tnc,ITGAV_ITGB3,Tnc_ITGAV_ITGB3
Tnr,ITGAV_ITGB3,Tnr_ITGAV_ITGB3
Tnn,ITGAV_ITGB3,Tnn_ITGAV_ITGB3
Tnxb,ITGAV_ITGB3,Tnxb_ITGAV_ITGB3
Ibsp,ITGAV_ITGB3,Ibsp_ITGAV_ITGB3
Thbs1,ITGAV_ITGB3,Thbs1_ITGAV_ITGB3
Thbs2,ITGAV_ITGB3,Thbs2_ITGAV_ITGB3
Thbs3,ITGAV_ITGB3,Thbs3_ITGAV_ITGB3
Thbs4,ITGAV_ITGB3,Thbs4_ITGAV_ITGB3
Comp,ITGAV_ITGB3,Comp_ITGAV_ITGB3
Dmp1,ITGAV_ITGB3,Dmp1_ITGAV_ITGB3
Fn1,ITGA2B_ITGB3,Fn1_ITGA2B_ITGB3
Vtn,ITGA2B_ITGB3,Vtn_ITGA2B_ITGB3
Vwf,ITGA2B_ITGB3,Vwf_ITGA2B_ITGB3
Tnc,ITGA2B_ITGB3,Tnc_ITGA2B_ITGB3
Tnr,ITGA2B_ITGB3,Tnr_ITGA2B_ITGB3
Tnn,ITGA2B_ITGB3,Tnn_ITGA2B_ITGB3
Tnxb,ITGA2B_ITGB3,Tnxb_ITGA2B_ITGB3
Vtn,ITGAV_ITGB5,Vtn_ITGAV_ITGB5
Ibsp,ITGAV_ITGB5,Ibsp_ITGAV_ITGB5
Tnc,ITGAV_ITGB6,Tnc_ITGAV_ITGB6
Tnr,ITGAV_ITGB6,Tnr_ITGAV_ITGB6
Tnn,ITGAV_ITGB6,Tnn_ITGAV_ITGB6
Tnxb,ITGAV_ITGB6,Tnxb_ITGAV_ITGB6
Fn1,ITGAV_ITGB6,Fn1_ITGAV_ITGB6
Dspp,ITGAV_ITGB6,Dspp_ITGAV_ITGB6
Vtn,ITGAV_ITGB8,Vtn_ITGAV_ITGB8
Fn1,ITGAV_ITGB8,Fn1_ITGAV_ITGB8
Lama1,ITGAV_ITGB8,Lama1_ITGAV_ITGB8
Lama2,ITGAV_ITGB8,Lama2_ITGAV_ITGB8
Lama3,ITGAV_ITGB8,Lama3_ITGAV_ITGB8
Lama4,ITGAV_ITGB8,Lama4_ITGAV_ITGB8
Lama5,ITGAV_ITGB8,Lama5_ITGAV_ITGB8
Lamb1,ITGAV_ITGB8,Lamb1_ITGAV_ITGB8
Lamb2,ITGAV_ITGB8,Lamb2_ITGAV_ITGB8
Lamb3,ITGAV_ITGB8,Lamb3_ITGAV_ITGB8
Lamc1,ITGAV_ITGB8,Lamc1_ITGAV_ITGB8
Lamc2,ITGAV_ITGB8,Lamc2_ITGAV_ITGB8
Lamc3,ITGAV_ITGB8,Lamc3_ITGAV_ITGB8
Col1a1,ITGAV_ITGB8,Col1a1_ITGAV_ITGB8
Col1a2,ITGAV_ITGB8,Col1a2_ITGAV_ITGB8
Col2a1,ITGAV_ITGB8,Col2a1_ITGAV_ITGB8
Col4a1,ITGAV_ITGB8,Col4a1_ITGAV_ITGB8
Col4a2,ITGAV_ITGB8,Col4a2_ITGAV_ITGB8
Col4a3,ITGAV_ITGB8,Col4a3_ITGAV_ITGB8
Col4a4,ITGAV_ITGB8,Col4a4_ITGAV_ITGB8
Col4a5,ITGAV_ITGB8,Col4a5_ITGAV_ITGB8
Col4a6,ITGAV_ITGB8,Col4a6_ITGAV_ITGB8
Col6a1,ITGAV_ITGB8,Col6a1_ITGAV_ITGB8
Col6a2,ITGAV_ITGB8,Col6a2_ITGAV_ITGB8
Col6a3,ITGAV_ITGB8,Col6a3_ITGAV_ITGB8
Col6a4,ITGAV_ITGB8,Col6a4_ITGAV_ITGB8
Col6a5,ITGAV_ITGB8,Col6a5_ITGAV_ITGB8
Col6a6,ITGAV_ITGB8,Col6a6_ITGAV_ITGB8
Col9a1,ITGAV_ITGB8,Col9a1_ITGAV_ITGB8
Col9a2,ITGAV_ITGB8,Col9a2_ITGAV_ITGB8
Col9a3,ITGAV_ITGB8,Col9a3_ITGAV_ITGB8
Lama1,ITGA6_ITGB4,Lama1_ITGA6_ITGB4
Lama2,ITGA6_ITGB4,Lama2_ITGA6_ITGB4
Lama3,ITGA6_ITGB4,Lama3_ITGA6_ITGB4
Lama4,ITGA6_ITGB4,Lama4_ITGA6_ITGB4
Lama5,ITGA6_ITGB4,Lama5_ITGA6_ITGB4
Lamb1,ITGA6_ITGB4,Lamb1_ITGA6_ITGB4
Lamb2,ITGA6_ITGB4,Lamb2_ITGA6_ITGB4
Lamb3,ITGA6_ITGB4,Lamb3_ITGA6_ITGB4
Lamc1,ITGA6_ITGB4,Lamc1_ITGA6_ITGB4
Lamc2,ITGA6_ITGB4,Lamc2_ITGA6_ITGB4
Lamc3,ITGA6_ITGB4,Lamc3_ITGA6_ITGB4
Fn1,Cd44,Fn1_Cd44
Col1a1,Cd44,Col1a1_Cd44
Col1a2,Cd44,Col1a2_Cd44
Col2a1,Cd44,Col2a1_Cd44
Col4a1,Cd44,Col4a1_Cd44
Col4a2,Cd44,Col4a2_Cd44
Col4a3,Cd44,Col4a3_Cd44
Col4a4,Cd44,Col4a4_Cd44
Col4a5,Cd44,Col4a5_Cd44
Col4a6,Cd44,Col4a6_Cd44
Col6a1,Cd44,Col6a1_Cd44
Col6a2,Cd44,Col6a2_Cd44
Col6a3,Cd44,Col6a3_Cd44
Col6a4,Cd44,Col6a4_Cd44
Col6a5,Cd44,Col6a5_Cd44
Col6a6,Cd44,Col6a6_Cd44
Col9a1,Cd44,Col9a1_Cd44
Col9a2,Cd44,Col9a2_Cd44
Col9a3,Cd44,Col9a3_Cd44
Lama1,Cd44,Lama1_Cd44
Lama2,Cd44,Lama2_Cd44
Lama3,Cd44,Lama3_Cd44
Lama4,Cd44,Lama4_Cd44
Lama5,Cd44,Lama5_Cd44
Lamb1,Cd44,Lamb1_Cd44
Lamb2,Cd44,Lamb2_Cd44
Lamb3,Cd44,Lamb3_Cd44
Lamc1,Cd44,Lamc1_Cd44
Lamc2,Cd44,Lamc2_Cd44
Lamc3,Cd44,Lamc3_Cd44
Col1a1,Sdc1,Col1a1_Sdc1
Col1a2,Sdc1,Col1a2_Sdc1
Col2a1,Sdc1,Col2a1_Sdc1
Col4a1,Sdc1,Col4a1_Sdc1
Col4a2,Sdc1,Col4a2_Sdc1
Col4a3,Sdc1,Col4a3_Sdc1
Col4a4,Sdc1,Col4a4_Sdc1
Col4a5,Sdc1,Col4a5_Sdc1
Col4a6,Sdc1,Col4a6_Sdc1
Col6a1,Sdc1,Col6a1_Sdc1
Col6a2,Sdc1,Col6a2_Sdc1
Col6a3,Sdc1,Col6a3_Sdc1
Col6a4,Sdc1,Col6a4_Sdc1
Col6a5,Sdc1,Col6a5_Sdc1
Col6a6,Sdc1,Col6a6_Sdc1
Col9a1,Sdc1,Col9a1_Sdc1
Col9a2,Sdc1,Col9a2_Sdc1
Col9a3,Sdc1,Col9a3_Sdc1
Fn1,Sdc1,Fn1_Sdc1
Tnc,Sdc1,Tnc_Sdc1
Tnr,Sdc1,Tnr_Sdc1
Tnn,Sdc1,Tnn_Sdc1
Tnxb,Sdc1,Tnxb_Sdc1
Thbs1,Sdc1,Thbs1_Sdc1
Thbs2,Sdc1,Thbs2_Sdc1
Thbs3,Sdc1,Thbs3_Sdc1
Thbs4,Sdc1,Thbs4_Sdc1
Comp,Sdc1,Comp_Sdc1
Col1a1,Sdc4,Col1a1_Sdc4
Col1a2,Sdc4,Col1a2_Sdc4
Col2a1,Sdc4,Col2a1_Sdc4
Col4a1,Sdc4,Col4a1_Sdc4
Col4a2,Sdc4,Col4a2_Sdc4
Col4a3,Sdc4,Col4a3_Sdc4
Col4a4,Sdc4,Col4a4_Sdc4
Col4a5,Sdc4,Col4a5_Sdc4
Col4a6,Sdc4,Col4a6_Sdc4
Col6a1,Sdc4,Col6a1_Sdc4
Col6a2,Sdc4,Col6a2_Sdc4
Col6a3,Sdc4,Col6a3_Sdc4
Col6a4,Sdc4,Col6a4_Sdc4
Col6a5,Sdc4,Col6a5_Sdc4
Col6a6,Sdc4,Col6a6_Sdc4
Col9a1,Sdc4,Col9a1_Sdc4
Col9a2,Sdc4,Col9a2_Sdc4
Col9a3,Sdc4,Col9a3_Sdc4
Fn1,Sdc4,Fn1_Sdc4
Tnc,Sdc4,Tnc_Sdc4
Tnr,Sdc4,Tnr_Sdc4
Tnn,Sdc4,Tnn_Sdc4
Tnxb,Sdc4,Tnxb_Sdc4
Thbs1,Sdc4,Thbs1_Sdc4
Thbs2,Sdc4,Thbs2_Sdc4
Thbs3,Sdc4,Thbs3_Sdc4
Thbs4,Sdc4,Thbs4_Sdc4
Comp,Sdc4,Comp_Sdc4
Lama1,Sv2a,Lama1_Sv2a
Lama2,Sv2a,Lama2_Sv2a
Lama3,Sv2a,Lama3_Sv2a
Lama4,Sv2a,Lama4_Sv2a
Lama5,Sv2a,Lama5_Sv2a
Lamb1,Sv2a,Lamb1_Sv2a
Lamb2,Sv2a,Lamb2_Sv2a
Lamb3,Sv2a,Lamb3_Sv2a
Lamc1,Sv2a,Lamc1_Sv2a
Lamc2,Sv2a,Lamc2_Sv2a
Lamc3,Sv2a,Lamc3_Sv2a
Lama1,Sv2b,Lama1_Sv2b
Lama2,Sv2b,Lama2_Sv2b
Lama3,Sv2b,Lama3_Sv2b
Lama4,Sv2b,Lama4_Sv2b
Lama5,Sv2b,Lama5_Sv2b
Lamb1,Sv2b,Lamb1_Sv2b
Lamb2,Sv2b,Lamb2_Sv2b
Lamb3,Sv2b,Lamb3_Sv2b
Lamc1,Sv2b,Lamc1_Sv2b
Lamc2,Sv2b,Lamc2_Sv2b
Lamc3,Sv2b,Lamc3_Sv2b
Lama1,Sv2c,Lama1_Sv2c
Lama2,Sv2c,Lama2_Sv2c
Lama3,Sv2c,Lama3_Sv2c
Lama4,Sv2c,Lama4_Sv2c
Lama5,Sv2c,Lama5_Sv2c
Lamb1,Sv2c,Lamb1_Sv2c
Lamb2,Sv2c,Lamb2_Sv2c
Lamb3,Sv2c,Lamb3_Sv2c
Lamc1,Sv2c,Lamc1_Sv2c
Lamc2,Sv2c,Lamc2_Sv2c
Lamc3,Sv2c,Lamc3_Sv2c
Thbs1,Cd36,Thbs1_Cd36
Thbs2,Cd36,Thbs2_Cd36
Thbs3,Cd36,Thbs3_Cd36
Thbs4,Cd36,Thbs4_Cd36
Comp,Cd36,Comp_Cd36
Vwf,GP complex,Vwf_GP complex
Col1a1,Gp6,Col1a1_Gp6
Col1a2,Gp6,Col1a2_Gp6
Col2a1,Gp6,Col2a1_Gp6
Col4a1,Gp6,Col4a1_Gp6
Col4a2,Gp6,Col4a2_Gp6
Col4a3,Gp6,Col4a3_Gp6
Col4a4,Gp6,Col4a4_Gp6
Col4a5,Gp6,Col4a5_Gp6
Col4a6,Gp6,Col4a6_Gp6
Col6a1,Gp6,Col6a1_Gp6
Col6a2,Gp6,Col6a2_Gp6
Col6a3,Gp6,Col6a3_Gp6
Col6a4,Gp6,Col6a4_Gp6
Col6a5,Gp6,Col6a5_Gp6
Col6a6,Gp6,Col6a6_Gp6
Col9a1,Gp6,Col9a1_Gp6
Col9a2,Gp6,Col9a2_Gp6
Col9a3,Gp6,Col9a3_Gp6
Thbs1,Cd47,Thbs1_Cd47
Thbs2,Cd47,Thbs2_Cd47
Thbs3,Cd47,Thbs3_Cd47
Thbs4,Cd47,Thbs4_Cd47
Comp,Cd47,Comp_Cd47
Agrn,Dag1,Agrn_Dag1
Hspg2,Dag1,Hspg2_Dag1
Lama1,Dag1,Lama1_Dag1
Lama2,Dag1,Lama2_Dag1
Lama3,Dag1,Lama3_Dag1
Lama4,Dag1,Lama4_Dag1
Lama5,Dag1,Lama5_Dag1
Lamb1,Dag1,Lamb1_Dag1
Lamb2,Dag1,Lamb2_Dag1
Lamb3,Dag1,Lamb3_Dag1
Lamc1,Dag1,Lamc1_Dag1
Lamc2,Dag1,Lamc2_Dag1
Lamc3,Dag1,Lamc3_Dag1
Adgre5,Cd55b,Adgre5_Cd55b
Alcam,Cd6,Alcam_Cd6
Anxa1,FPR2_LXA4,Anxa1_FPR2_LXA4
App,Cd74,App_Cd74
Bst2,Pira2,Bst2_Pira2
Cadm1,Cadm1,Cadm1_Cadm1
Cadm3,Cadm3,Cadm3_Cadm3
Cd1d2,Pira2,Cd1d2_Pira2
Cd200,Cd200r1,Cd200_Cd200r1
Cd200,Cd200r2,Cd200_Cd200r2
Cd200,Cd200r3,Cd200_Cd200r3
Cd200,Cd200r4,Cd200_Cd200r4
Cd22,Ptprc,Cd22_Ptprc
Cd226,Nectin2,Cd226_Nectin2
Cd226,Pvr,Cd226_Pvr
Fcer2a,ITGAM_ITGB2,Fcer2a_ITGAM_ITGB2
Fcer2a,ITGAX_ITGB2,Fcer2a_ITGAX_ITGB2
Fcer2a,ITGAV_ITGB3,Fcer2a_ITGAV_ITGB3
Fcer2a,Cr2,Fcer2a_Cr2
Cd34,Selp,Cd34_Selp
Entpd1,Adora1,Entpd1_Adora1
Entpd1,Adora2a,Entpd1_Adora2a
Entpd1,Adora2b,Entpd1_Adora2b
Entpd1,Tmigd3,Entpd1_Tmigd3
Cd40lg,Cd40,Cd40lg_Cd40
Ptprc,Cd22,Ptprc_Cd22
Ptprc,Mrc1,Ptprc_Mrc1
Cd46,Jag1,Cd46_Jag1
Cd48,Cd244a,Cd48_Cd244a
Cd52,Siglecg,Cd52_Siglecg
Cd6,Alcam,Cd6_Alcam
Cd80,Cd274,Cd80_Cd274
Cd80,Cd28,Cd80_Cd28
Cd80,Ctla4,Cd80_Ctla4
Cd86,Cd28,Cd86_Cd28
Cd86,Ctla4,Cd86_Ctla4
Cd96,Nectin1,Cd96_Nectin1
Cd96,Pvr,Cd96_Pvr
Cd99,Pilra,Cd99_Pilra
Cd99,Cd99,Cd99_Cd99
Cdh15,Cdh15,Cdh15_Cdh15
Cdh4,Cdh4,Cdh4_Cdh4
Cdh2,Cdh2,Cdh2_Cdh2
Cdh1,Cdh1,Cdh1_Cdh1
Cdh1,ITGA2_ITGB1,Cdh1_ITGA2_ITGB1
Cdh1,ITGAE_ITGB7,Cdh1_ITGAE_ITGB7
Cdh1,Klrg1,Cdh1_Klrg1
Cdh5,Cdh5,Cdh5_Cdh5
Cd1d1,Ceacam5,Cd1d1_Ceacam5
Cd209a,Ceacam1,Cd209a_Ceacam1
Cd8a,Ceacam5,Cd8a_Ceacam5
Ceacam1,Ceacam5,Ceacam1_Ceacam5
Sele,Ceacam1,Sele_Ceacam1
Cldn11,Cldn11,Cldn11_Cldn11
Clec2d,Klrb1b,Clec2d_Klrb1b
Clec2g,Klrb1,Clec2g_Klrb1
Clec2h,Klrb1,Clec2h_Klrb1
Clec2i,Klrb1,Clec2i_Klrb1
Clec2f,Klrb1f,Clec2f_Klrb1f
Clec2g,Klrb1f,Clec2g_Klrb1f
Clec2i,Klrb1f,Clec2i_Klrb1f
Nfasc,CNTN1_CNTNAP1,Nfasc_CNTN1_CNTNAP1
Cntn2,CNTN2_CNTNAP2,Cntn2_CNTN2_CNTNAP2
Cntn2,L1cam,Cntn2_L1cam
Cntn2,Cntn2,Cntn2_Cntn2
Cntn1,Nrcam,Cntn1_Nrcam
Cspg4,ITGA3_ITGB1,Cspg4_ITGA3_ITGB1
Dsc1,Dsg1c,Dsc1_Dsg1c
Dsc1,Dsg2,Dsc1_Dsg2
Dsc2,Dsg1c,Dsc2_Dsg1c
Dsc2,Dsg2,Dsc2_Dsg2
Dsg1c,Dsc3,Dsg1c_Dsc3
Dsg2,Dsc3,Dsg2_Dsc3
Epgn,Egfr,Epgn_Egfr
Efna1,Epha1,Efna1_Epha1
Efna1,Epha2,Efna1_Epha2
Efna1,Epha3,Efna1_Epha3
Efna1,Epha4,Efna1_Epha4
Efna1,Epha5,Efna1_Epha5
Efna1,Epha7,Efna1_Epha7
Efna1,Epha8,Efna1_Epha8
Efna2,Epha1,Efna2_Epha1
Efna2,Epha2,Efna2_Epha2
Efna2,Epha3,Efna2_Epha3
Efna2,Epha4,Efna2_Epha4
Efna2,Epha5,Efna2_Epha5
Efna2,Epha7,Efna2_Epha7
Efna2,Epha8,Efna2_Epha8
Efna3,Epha1,Efna3_Epha1
Efna3,Epha2,Efna3_Epha2
Efna3,Epha3,Efna3_Epha3
Efna3,Epha4,Efna3_Epha4
Efna3,Epha5,Efna3_Epha5
Efna3,Epha7,Efna3_Epha7
Efna3,Epha8,Efna3_Epha8
Efna4,Epha1,Efna4_Epha1
Efna4,Epha2,Efna4_Epha2
Efna4,Epha3,Efna4_Epha3
Efna4,Epha4,Efna4_Epha4
Efna4,Epha5,Efna4_Epha5
Efna4,Epha7,Efna4_Epha7
Efna4,Epha8,Efna4_Epha8
Efna5,Epha1,Efna5_Epha1
Efna5,Epha2,Efna5_Epha2
Efna5,Epha3,Efna5_Epha3
Efna5,Epha4,Efna5_Epha4
Efna5,Epha5,Efna5_Epha5
Efna5,Epha7,Efna5_Epha7
Efna5,Epha8,Efna5_Epha8
Efna5,Ephb2,Efna5_Ephb2
Efnb1,Epha4,Efnb1_Epha4
Efnb1,Ephb1,Efnb1_Ephb1
Efnb1,Ephb2,Efnb1_Ephb2
Efnb1,Ephb3,Efnb1_Ephb3
Efnb1,Ephb4,Efnb1_Ephb4
Efnb2,Epha4,Efnb2_Epha4
Efnb2,Ephb1,Efnb2_Ephb1
Efnb2,Ephb2,Efnb2_Ephb2
Efnb2,Ephb3,Efnb2_Ephb3
Efnb2,Ephb4,Efnb2_Ephb4
Efnb3,Epha4,Efnb3_Epha4
Efnb3,Ephb1,Efnb3_Ephb1
Efnb3,Ephb2,Efnb3_Ephb2
Efnb3,Ephb3,Efnb3_Ephb3
Efnb3,Ephb4,Efnb3_Ephb4
Efnb3,Ephb6,Efnb3_Ephb6
Esam,Esam,Esam_Esam
Gp1ba,ITGAM_ITGB2,Gp1ba_ITGAM_ITGB2
Icam1,ITGAX_ITGB2,Icam1_ITGAX_ITGB2
Icam1,ITGAL_ITGB2,Icam1_ITGAL_ITGB2
Icam2,ITGAL_ITGB2,Icam2_ITGAL_ITGB2
Icam1,ITGAM_ITGB2,Icam1_ITGAM_ITGB2
Icam2,ITGAM_ITGB2,Icam2_ITGAM_ITGB2
Icam1,ITGAL_ITGB2L,Icam1_ITGAL_ITGB2L
Icam2,ITGAL_ITGB2L,Icam2_ITGAL_ITGB2L
Icam1,ITGAM_ITGB2L,Icam1_ITGAM_ITGB2L
Icam2,ITGAM_ITGB2L,Icam2_ITGAM_ITGB2L
Icam1,Itgal,Icam1_Itgal
Icam1,Spn,Icam1_Spn
Icam5,Cd209a,Icam5_Cd209a
Icam5,Cd209f,Icam5_Cd209f
Icosl,Icos,Icosl_Icos
Icosl,Cd28,Icosl_Cd28
Icosl,Ctla4,Icosl_Ctla4
ITGAL_ITGB2,Cd226,ITGAL_ITGB2_Cd226
ITGAL_ITGB2,Icam1,ITGAL_ITGB2_Icam1
ITGAL_ITGB2,Icam2,ITGAL_ITGB2_Icam2
ITGAL_ITGB2L,Cd226,ITGAL_ITGB2L_Cd226
ITGAL_ITGB2L,Icam1,ITGAL_ITGB2L_Icam1
ITGAL_ITGB2L,Icam2,ITGAL_ITGB2L_Icam2
Jam2,ITGA3_ITGB1,Jam2_ITGA3_ITGB1
Jam2,ITGAV_ITGB1,Jam2_ITGAV_ITGB1
Jam3,ITGAM_ITGB2,Jam3_ITGAM_ITGB2
F11r,ITGAL_ITGB2,F11r_ITGAL_ITGB2
Jam3,ITGAM_ITGB2L,Jam3_ITGAM_ITGB2L
Jam2,Jam3,Jam2_Jam3
F11r,F11r,F11r_F11r
F11r,Jam2,F11r_Jam2
F11r,Jam3,F11r_Jam3
Jam2,F11r,Jam2_F11r
Jam2,Jam2,Jam2_Jam2
Jam3,F11r,Jam3_F11r
Jam3,Jam2,Jam3_Jam2
Jam3,Jam3,Jam3_Jam3
L1cam,ITGAV_ITGB3,L1cam_ITGAV_ITGB3
L1cam,ITGA4_ITGB7,L1cam_ITGA4_ITGB7
L1cam,L1cam,L1cam_L1cam
Lair1,Pira2,Lair1_Pira2
Lck,CD8 receptor,Lck_CD8 receptor
Madcam1,ITGA4_ITGB7,Madcam1_ITGA4_ITGB7
Mag,Mag,Mag_Mag
H2-T23,KLRD1_KLRC1,H2-T23_KLRD1_KLRC1
H2-T23,KLRD1_KLRC2,H2-T23_KLRD1_KLRC2
H2-M2,Cd8a,H2-M2_Cd8a
H2-M3,Cd8a,H2-M3_Cd8a
H2-M9,Cd8a,H2-M9_Cd8a
H2-Q1,Cd8a,H2-Q1_Cd8a
H2-Q10,Cd8a,H2-Q10_Cd8a
H2-Q2,Cd8a,H2-Q2_Cd8a
H2-Q7,Cd8a,H2-Q7_Cd8a
H2-Q8,Cd8a,H2-Q8_Cd8a
H2-T22,Cd8a,H2-T22_Cd8a
H2-T23,Cd8a,H2-T23_Cd8a
H2-T24,Cd8a,H2-T24_Cd8a
H2-T3,Cd8a,H2-T3_Cd8a
H2-T9,Cd8a,H2-T9_Cd8a
H2-M10.4,Cd8a,H2-M10.4_Cd8a
H2-M11,Cd8a,H2-M11_Cd8a
H2-M1,Cd8a,H2-M1_Cd8a
H2-M10.5,Cd8a,H2-M10.5_Cd8a
H2-M10.2,Cd8a,H2-M10.2_Cd8a
H2-M10.6,Cd8a,H2-M10.6_Cd8a
H2-T10,Cd8a,H2-T10_Cd8a
H2-Q6,Cd8a,H2-Q6_Cd8a
H2-M10.3,Cd8a,H2-M10.3_Cd8a
H2-Bl,Cd8a,H2-Bl_Cd8a
H2-D1,Cd8a,H2-D1_Cd8a
H2-K1,Cd8a,H2-K1_Cd8a
H2-M10.1,Cd8a,H2-M10.1_Cd8a
H2-T18,Cd8a,H2-T18_Cd8a
H2-Q9,Cd8a,H2-Q9_Cd8a
Gm8909,Cd8a,Gm8909_Cd8a
H2-L,Cd8a,H2-L_Cd8a
Gm10499,Cd8a,Gm10499_Cd8a
H2-Q4,Cd8a,H2-Q4_Cd8a
H2-T-ps,Cd8a,H2-T-ps_Cd8a
Gm11127,Cd8a,Gm11127_Cd8a
H2-M5,Cd8a,H2-M5_Cd8a
Gm7030,Cd8a,Gm7030_Cd8a
H2-M2,Cd8b1,H2-M2_Cd8b1
H2-M3,Cd8b1,H2-M3_Cd8b1
H2-M9,Cd8b1,H2-M9_Cd8b1
H2-Q1,Cd8b1,H2-Q1_Cd8b1
H2-Q10,Cd8b1,H2-Q10_Cd8b1
H2-Q2,Cd8b1,H2-Q2_Cd8b1
H2-Q7,Cd8b1,H2-Q7_Cd8b1
H2-Q8,Cd8b1,H2-Q8_Cd8b1
H2-T22,Cd8b1,H2-T22_Cd8b1
H2-T23,Cd8b1,H2-T23_Cd8b1
H2-T24,Cd8b1,H2-T24_Cd8b1
H2-T3,Cd8b1,H2-T3_Cd8b1
H2-T9,Cd8b1,H2-T9_Cd8b1
H2-M10.4,Cd8b1,H2-M10.4_Cd8b1
H2-M11,Cd8b1,H2-M11_Cd8b1
H2-M1,Cd8b1,H2-M1_Cd8b1
H2-M10.5,Cd8b1,H2-M10.5_Cd8b1
H2-M10.2,Cd8b1,H2-M10.2_Cd8b1
H2-M10.6,Cd8b1,H2-M10.6_Cd8b1
H2-T10,Cd8b1,H2-T10_Cd8b1
H2-Q6,Cd8b1,H2-Q6_Cd8b1
H2-M10.3,Cd8b1,H2-M10.3_Cd8b1
H2-Bl,Cd8b1,H2-Bl_Cd8b1
H2-D1,Cd8b1,H2-D1_Cd8b1
H2-K1,Cd8b1,H2-K1_Cd8b1
H2-M10.1,Cd8b1,H2-M10.1_Cd8b1
H2-T18,Cd8b1,H2-T18_Cd8b1
H2-Q9,Cd8b1,H2-Q9_Cd8b1
Gm8909,Cd8b1,Gm8909_Cd8b1
H2-L,Cd8b1,H2-L_Cd8b1
Gm10499,Cd8b1,Gm10499_Cd8b1
H2-Q4,Cd8b1,H2-Q4_Cd8b1
H2-T-ps,Cd8b1,H2-T-ps_Cd8b1
Gm11127,Cd8b1,Gm11127_Cd8b1
H2-M5,Cd8b1,H2-M5_Cd8b1
Gm7030,Cd8b1,Gm7030_Cd8b1
H2-BI,Kir3dl1,H2-BI_Kir3dl1
H2-D1,Kir3dl1,H2-D1_Kir3dl1
H2-K1,Kir3dl1,H2-K1_Kir3dl1
H2-Q1,Kir3dl1,H2-Q1_Kir3dl1
H2-Q10,Kir3dl1,H2-Q10_Kir3dl1
H2-Q2,Kir3dl1,H2-Q2_Kir3dl1
H2-Q4,Kir3dl1,H2-Q4_Kir3dl1
H2-Q6,Kir3dl1,H2-Q6_Kir3dl1
H2-Q7,Kir3dl1,H2-Q7_Kir3dl1
H2-D,Klra,H2-D_Klra
H2-K1,Klra,H2-K1_Klra
Ulbp1,Klrk1,Ulbp1_Klrk1
Raet1a,Klrk1,Raet1a_Klrk1
H60a,Klrk1,H60a_Klrk1
H2-Ea-ps,Cd4,H2-Ea-ps_Cd4
H2-Aa,Cd4,H2-Aa_Cd4
H2-Ab1,Cd4,H2-Ab1_Cd4
H2-Eb1,Cd4,H2-Eb1_Cd4
H2-DMa,Cd4,H2-DMa_Cd4
H2-DMb1,Cd4,H2-DMb1_Cd4
H2-DMb2,Cd4,H2-DMb2_Cd4
H2-Oa,Cd4,H2-Oa_Cd4
H2-Ob,Cd4,H2-Ob_Cd4
Mpz,Mpzl1,Mpz_Mpzl1
Mpz,Mpz,Mpz_Mpz
Mpzl1,Mpzl1,Mpzl1_Mpzl1
Ncam1,Fgfr1,Ncam1_Fgfr1
Ncam1,Ncam1,Ncam1_Ncam1
Ncam1,Ncam2,Ncam1_Ncam2
Ncam1,L1cam,Ncam1_L1cam
Ncam2,L1cam,Ncam2_L1cam
Nectin1,Cadm3,Nectin1_Cadm3
Nectin1,Cd96,Nectin1_Cd96
Nectin1,Nectin4,Nectin1_Nectin4
Nectin3,Nectin1,Nectin3_Nectin1
